N°;DEPARTEMENT;COMMUNE;ARRONDISSEMENT;VILLAGE_QUARTIER;CENTRE DE VOTE;POSTE DE VOTE;LATITUDE;LONGITUDE
5877;BORGOU;KALALE;PEONGA;GBEI;EPP GBEI;PV 02;10.398992;3.2571323
5878;BORGOU;KALALE;PEONGA;GNEL-DJOBO;HANGAR MARCHE GNEL DJOBO;PV 01;10.4256158;3.1939101
5879;BORGOU;KALALE;PEONGA;GNEL-DJOBO;HANGAR MARCHE GNEL DJOBO;PV 02;10.4256158;3.1939101
5880;BORGOU;KALALE;PEONGA;GNEL-YAKAN;EPP GNEL YAKAN;PV 01;10.4099533;3.2740075
5881;BORGOU;KALALE;PEONGA;GNEL-YAKAN;EPP GNEL YAKAN;PV 02;10.4099533;3.2740075
5882;BORGOU;KALALE;PEONGA;GNEL-YAKAN;EPP GNEL YAKAN;PV 03;10.4099533;3.2740075
5883;BORGOU;KALALE;PEONGA;GNEL-YAKAN;HANGAR MARCHE GNEL -YAKAN;PV 01;10.4099533;3.2740075
5884;BORGOU;KALALE;PEONGA;GNEL-YAKAN;HANGAR MARCHE GNEL-DOGARI;PV 01;10.4099533;3.2740075
5885;BORGOU;KALALE;PEONGA;GNEL-YAKAN;HANGAR MARCHE GOURE DOUBEL;PV 01;10.4099533;3.2740075
5886;BORGOU;KALALE;PEONGA;GOSSODJI;EPP GOSSODJI;PV 01;10.3644588;3.3192352
5887;BORGOU;KALALE;PEONGA;GOSSODJI;EPP GOSSODJI;PV 02;10.3644588;3.3192352
5888;BORGOU;KALALE;PEONGA;KORODJI;EPP KORODJI;PV 01;10.4482182;3.2093429
5889;BORGOU;KALALE;PEONGA;KORODJI;EPP KORODJI;PV 02;10.4482182;3.2093429
5890;BORGOU;KALALE;PEONGA;KORODJI;EPP KORODJI;PV 03;10.4482182;3.2093429
5891;BORGOU;KALALE;PEONGA;KORODJI;HANGAR MARCHE GNEL-DJATAOU;PV 01;10.4482182;3.2093429
5892;BORGOU;KALALE;PEONGA;PEONGA;EPP PEONGA;PV 01;10.3382972;3.2689409
5893;BORGOU;KALALE;PEONGA;PEONGA;EPP PEONGA;PV 02;10.3382972;3.2689409
5894;BORGOU;KALALE;PEONGA;PEONGA;EPP PEONGA;PV 03;10.3382972;3.2689409
5895;BORGOU;KALALE;PEONGA;PEONGA;EPP PEONGA;PV 04;10.3382972;3.2689409
5896;BORGOU;KALALE;PEONGA;PEONGA;HANGAR MARCHE GNEL GBERDA;PV 01;10.3382972;3.2689409
5897;BORGOU;KALALE;PEONGA;PEONGA;HANGAR MARCHE GNEL-YECOUBLE;PV 01;10.3382972;3.2689409
5898;BORGOU;KALALE;PEONGA;PEONGA;MAISON DES JEUNES PEONGA;PV 01;10.3382972;3.2689409
5899;BORGOU;N'DALI;BORI;ANGARADEBOU;EPP ANGARADEBOU;PV 01;9.7475763;2.4386704
5900;BORGOU;N'DALI;BORI;ANGARADEBOU;EPP ANGARADEBOU;PV 02;9.7475763;2.4386704
5901;BORGOU;N'DALI;BORI;ANGARADEBOU;HANGAR MARCHE AFFON;PV 01;9.7475763;2.4386704
5902;BORGOU;N'DALI;BORI;BIO-SIKA;EPP BIO-SIKA;PV 01;9.7475763;2.4386704
5903;BORGOU;N'DALI;BORI;BIO-SIKA;EPP BIO-SIKA;PV 02;9.7475763;2.4386704
5905;BORGOU;N'DALI;BORI;BORI;EPP WONDOU;PV 01;9.7476436;2.4368298
5906;BORGOU;N'DALI;BORI;BORI;EPP WONDOU;PV 02;9.7476436;2.4368298
5907;BORGOU;N'DALI;BORI;BORI;EPP WONDOU;PV 03;9.7476436;2.4368298
5908;BORGOU;N'DALI;BORI;BORI;MAISON DU PEUPLE;PV 01;9.7476436;2.4368298
5909;BORGOU;N'DALI;BORI;BORI;MAISON DU PEUPLE;PV 02;9.7476436;2.4368298
5910;BORGOU;N'DALI;BORI;BORI;MAISON DU PEUPLE;PV 03;9.7476436;2.4368298
5911;BORGOU;N'DALI;BORI;BORI-N'DARNON;SALLE DE REUNION;PV 01;9.7476436;2.4368298
5912;BORGOU;N'DALI;BORI;BORI-N'DARNON;SALLE DE REUNION;PV 02;9.7476436;2.4368298
5913;BORGOU;N'DALI;BORI;BORI-PEULH;MAGASIN YOWOURO N'KPAROU PARTIE B;PV 01;9.7475763;2.4386704
5914;BORGOU;N'DALI;BORI;DARNON-GOUROU;MAISON DES JEUNES;PV 01;9.7475763;2.4386704
5915;BORGOU;N'DALI;BORI;GBITEBOU;MAISON DES JEUNES;PV 01;9.7485847;2.4409926
5916;BORGOU;N'DALI;BORI;GBITEBOU;MAISON DES JEUNES;PV 02;9.7485847;2.4409926
5917;BORGOU;N'DALI;BORI;GOUNIN;EPP GOUNIN;PV 01;9.9266009;2.5760732
5918;BORGOU;N'DALI;BORI;GOUNIN;EPP GOUNIN;PV 02;9.9266009;2.5760732
5919;BORGOU;N'DALI;BORI;GOUNIN;EPP GOUNIN;PV 03;9.9266009;2.5760732
5920;BORGOU;N'DALI;BORI;KORI;MAGASIN KORI;PV 01;9.9537824;2.4973446
5921;BORGOU;N'DALI;BORI;KORI;MAGASIN KORI;PV 02;9.9537824;2.4973446
5922;BORGOU;N'DALI;BORI;KORI;MAGASIN KORI;PV 03;9.9537824;2.4973446
5923;BORGOU;N'DALI;BORI;MAREGOUROU;CEG MAREGOUROU;PV 01;9.7960846;2.4424517
5924;BORGOU;N'DALI;BORI;MAREGOUROU;CEG MAREGOUROU;PV 02;9.7960846;2.4424517
5925;BORGOU;N'DALI;BORI;MAREGOUROU;CEG MAREGOUROU;PV 03;9.7960846;2.4424517
5926;BORGOU;N'DALI;BORI;MAREGOUROU;CEG MAREGOUROU;PV 04;9.7960846;2.4424517
5927;BORGOU;N'DALI;BORI;MAREGOUROU;CEG MAREGOUROU;PV 05;9.7960846;2.4424517
5928;BORGOU;N'DALI;BORI;MAREGOUROU;EPP MAREGOUROU;PV 01;9.7960846;2.4424517
5929;BORGOU;N'DALI;BORI;MAREGOUROU;EPP MAREGOUROU;PV 02;9.7960846;2.4424517
5930;BORGOU;N'DALI;BORI;MAREGOUROU-PEULH;MAGASIN GAH YAKASSOU;PV 01;9.7475763;2.4386704
5931;BORGOU;N'DALI;BORI;SONNOUMON;EPP SONNOUMON;PV 01;9.7475763;2.4386704
5932;BORGOU;N'DALI;BORI;SONNOUMON;EPP SONNOUMON;PV 02;9.7475763;2.4386704
5933;BORGOU;N'DALI;BORI;SONNOUMON;EPP SONNOUMON;PV 03;9.7475763;2.4386704
5934;BORGOU;N'DALI;BORI;SONNOUMON;EPP SONNOUMON;PV 04;9.7475763;2.4386704
5935;BORGOU;N'DALI;BORI;SONNOUMON;EPP SONNOUMON;PV 05;9.7475763;2.4386704
5936;BORGOU;N'DALI;BORI;SONNOUMON;EPP SONNOUMON;PV 06;9.7475763;2.4386704
5937;BORGOU;N'DALI;BORI;SONNOUMON-GANDO;EPP SONNOUMON GANDO;PV 01;9.7475763;2.4386704
5938;BORGOU;N'DALI;BORI;SONNOUMON-GANDO;EPP SONNOUMON GANDO;PV 02;9.7475763;2.4386704
5939;BORGOU;N'DALI;BORI;SONNOUMON-PEULH;MAGASIN YOWORO N'KPAROU;PV 01;9.7475763;2.4386704
5940;BORGOU;N'DALI;BORI;SOUAROU;MAGASIN SOUAROU;PV 01;9.8027187;2.4459815
5941;BORGOU;N'DALI;BORI;TEME;EPP TEME;PV 01;9.8967599;2.4712703
5942;BORGOU;N'DALI;BORI;TEME;EPP TEME;PV 02;9.8967599;2.4712703
5943;BORGOU;N'DALI;BORI;TEME;EPP TEME;PV 03;9.8967599;2.4712703
5944;BORGOU;N'DALI;BORI;TEME;EPP TEME;PV 04;9.8967599;2.4712703
5945;BORGOU;N'DALI;BORI;TEME-PEULH;MAGASIN YOWOURO N'KPAROU PARTIE A;PV 01;9.7475763;2.4386704
5946;BORGOU;N'DALI;GBEGOUROU;ALAFIAROU;EPP ALAFIAROU;PV 01;9.3934625;2.6765632
5947;BORGOU;N'DALI;GBEGOUROU;ALAFIAROU;EPP ALAFIAROU;PV 02;9.3934625;2.6765632
5948;BORGOU;N'DALI;GBEGOUROU;BINASSI;EPP BINASSI A;PV 01;9.4806938;2.7747823
5949;BORGOU;N'DALI;GBEGOUROU;BINASSI;EPP BINASSI A;PV 02;9.4806938;2.7747823
5950;BORGOU;N'DALI;GBEGOUROU;BINASSI;EPP BINASSI A;PV 03;9.4806938;2.7747823
5951;BORGOU;N'DALI;GBEGOUROU;DARNON;EPP DARNON;PV 01;9.4364887;2.7276885
5952;BORGOU;N'DALI;GBEGOUROU;DARNON;EPP DARNON;PV 02;9.4364887;2.7276885
5953;BORGOU;N'DALI;GBEGOUROU;DOUROUBE;EPP DOUROUBE;PV 01;9.4061879;2.6833698
5954;BORGOU;N'DALI;GBEGOUROU;DOUROUBE;EPP DOUROUBE;PV 02;9.4061879;2.6833698
5955;BORGOU;N'DALI;GBEGOUROU;GBEGOUROU;EPP GANGANKOU;PV 01;9.4381133;2.736121
5956;BORGOU;N'DALI;GBEGOUROU;GBEGOUROU;EPP GANGANKOU;PV 02;9.4381133;2.736121
5957;BORGOU;N'DALI;GBEGOUROU;GBEGOUROU;EPP GANGANKOU;PV 03;9.4381133;2.736121
5958;BORGOU;N'DALI;GBEGOUROU;GBEGOUROU;EPP GBEGOUROU G/A ET B;PV 01;9.4381133;2.736121
5959;BORGOU;N'DALI;GBEGOUROU;GBEGOUROU;EPP GBEGOUROU G/A ET B;PV 02;9.4381133;2.736121
5960;BORGOU;N'DALI;GBEGOUROU;GBEGOUROU;EPP WOROU N'GOUROU;PV 01;9.4381133;2.736121
5961;BORGOU;N'DALI;GBEGOUROU;GUESSOU;CEG GBEGOUROU;PV 01;9.4481411;2.7453536
5962;BORGOU;N'DALI;GBEGOUROU;GUESSOU;CEG GBEGOUROU;PV 02;9.4481411;2.7453536
5963;BORGOU;N'DALI;GBEGOUROU;SINAWOURAROU;EPP SINAWOURAROU;PV 01;9.5598084;2.8045607
5964;BORGOU;N'DALI;N'DALI;BANHOUN;HANGAR BANHOUN;PV 01;9.7494403;2.6989477
5965;BORGOU;N'DALI;N'DALI;BANHOUN;HANGAR BANHOUN;PV 02;9.7494403;2.6989477
5966;BORGOU;N'DALI;N'DALI;BANHOUN-GANDO;HANGAR MARCHE;PV 01;9.8622949;2.7191259
5967;BORGOU;N'DALI;N'DALI;KERI;EPP N'DALI CENTRE G/B (KERI);PV 01;9.8617169;2.7127755
5968;BORGOU;N'DALI;N'DALI;KERI;EPP N'DALI CENTRE G/B (KERI);PV 02;9.8617169;2.7127755
5969;BORGOU;N'DALI;N'DALI;KERI;EPP N'DALI CENTRE G/B (KERI);PV 03;9.8617169;2.7127755
5970;BORGOU;N'DALI;N'DALI;N'DALI-PEULH;MAGASIN GANDO-TEPA;PV 01;9.8622949;2.7191259
5971;BORGOU;N'DALI;N'DALI;N'DALI-PEULH;MAGASIN GANDO-TEPA;PV 02;9.8622949;2.7191259
5972;BORGOU;N'DALI;N'DALI;SAKAROU;EPP SAKAROU;PV 01;9.8806778;2.7806474
5973;BORGOU;N'DALI;N'DALI;SAKAROU;EPP SAKAROU;PV 02;9.8806778;2.7806474
5974;BORGOU;N'DALI;N'DALI;SINISSON;EPP SINISSON;PV 01;9.803739;2.7116127
5975;BORGOU;N'DALI;N'DALI;SINISSON;EPP SINISSON;PV 02;9.803739;2.7116127
5976;BORGOU;N'DALI;N'DALI;SUANIN;CEG I N'DALI;PV 01;9.8658076;2.7210796
5977;BORGOU;N'DALI;N'DALI;SUANIN;CEG I N'DALI;PV 02;9.8658076;2.7210796
5978;BORGOU;N'DALI;N'DALI;SUANIN;CEG I N'DALI;PV 03;9.8658076;2.7210796
5979;BORGOU;N'DALI;N'DALI;SUANIN;CEG I N'DALI;PV 04;9.8658076;2.7210796
5980;BORGOU;N'DALI;N'DALI;SUANIN;EPP CENTRE N'DALI;PV 01;9.8658076;2.7210796
5981;BORGOU;N'DALI;N'DALI;SUANIN;EPP SUANIN;PV 01;9.8658076;2.7210796
5982;BORGOU;N'DALI;N'DALI;SUANIN;EPP SUANIN;PV 02;9.8658076;2.7210796
5983;BORGOU;N'DALI;N'DALI;SUANIN;EPP SUANIN;PV 03;9.8658076;2.7210796
5984;BORGOU;N'DALI;N'DALI;TEPA;MAGASIN TEPA;PV 01;9.9082864;2.7811289
5985;BORGOU;N'DALI;N'DALI;TREBOUN;EPP TREBOUN;PV 01;9.8490852;2.7222276
5986;BORGOU;N'DALI;N'DALI;TREBOUN;EPP TREBOUN;PV 02;9.8490852;2.7222276
5987;BORGOU;N'DALI;N'DALI;TREBOUN;EPP TREBOUN;PV 03;9.8490852;2.7222276
5988;BORGOU;N'DALI;N'DALI;TREBOUN;EPP TREBOUN;PV 04;9.8490852;2.7222276
5989;BORGOU;N'DALI;N'DALI;TREBOUN;UCPC N'DALI;PV 01;9.8490852;2.7222276
5990;BORGOU;N'DALI;N'DALI;WARI-GOURA;EPP WARI-GOURA;PV 01;9.7132131;2.7443236
5991;BORGOU;N'DALI;N'DALI;WOASSON;EPP WOASSON;PV 01;9.8622949;2.7191259
5992;BORGOU;N'DALI;N'DALI;WOASSON;EPP WOASSON;PV 02;9.8622949;2.7191259
5993;BORGOU;N'DALI;N'DALI;WOASSON;EPP WOASSON;PV 03;9.8622949;2.7191259
5994;BORGOU;N'DALI;N'DALI;WOBAKAROU;EPP GAH DEHOU;PV 01;9.855047;2.7166164
5995;BORGOU;N'DALI;N'DALI;WOBAKAROU;EPP GAH DEHOU;PV 02;9.855047;2.7166164
5996;BORGOU;N'DALI;N'DALI;WOBAKAROU;EPP GAH DEHOU;PV 03;9.855047;2.7166164
5997;BORGOU;N'DALI;N'DALI;WOBAKAROU;EPP GAH DEHOU;PV 04;9.855047;2.7166164
5998;BORGOU;N'DALI;N'DALI;WOBAKAROU;EPP GAH DEHOU;PV 05;9.855047;2.7166164
5999;BORGOU;N'DALI;N'DALI;WOBAKAROU;EPP SAHOLOU;PV 01;9.855047;2.7166164
6000;BORGOU;N'DALI;N'DALI;WOBAKAROU;EPP SAHOLOU;PV 02;9.855047;2.7166164
6001;BORGOU;N'DALI;N'DALI;WOBAKAROU;MAISON DES JEUNES;PV 01;9.855047;2.7166164
6002;BORGOU;N'DALI;N'DALI;YEROUMAROU;EPP YEROUMARO;PV 01;9.6300306;2.4602034
6003;BORGOU;N'DALI;OUENOU;BANHOUN-KPO;EPP BAHOUN KPO G/A;PV 01;9.6752599;2.6783682
6004;BORGOU;N'DALI;OUENOU;BANHOUN-KPO;EPP BAHOUN KPO G/A;PV 02;9.6752599;2.6783682
6005;BORGOU;N'DALI;OUENOU;BANHOUN-KPO;EPP BAHOUN KPO G/A;PV 03;9.6752599;2.6783682
6006;BORGOU;N'DALI;OUENOU;BANHOUN-KPO;EPP BAHOUN KPO G/A;PV 04;9.6752599;2.6783682
6007;BORGOU;N'DALI;OUENOU;BOUNIN;EPP BOUNIN;PV 01;9.6356997;2.7593708
6008;BORGOU;N'DALI;OUENOU;BOUYEROU;EPP BOUYEROU;PV 01;9.7866128;2.63695
6009;BORGOU;N'DALI;OUENOU;BOUYEROU;EPP BOUYEROU;PV 02;9.7866128;2.63695
6010;BORGOU;N'DALI;OUENOU;BOUYEROU;EPP BOUYEROU;PV 03;9.7866128;2.63695
6011;BORGOU;N'DALI;OUENOU;DANKOUROU;EPP DANKOUROU;PV 01;9.7866128;2.63695
6012;BORGOU;N'DALI;OUENOU;DANKOUROU;EPP DANKOUROU;PV 02;9.7866128;2.63695
6013;BORGOU;N'DALI;OUENOU;DANKOUROU;EPP DANKOUROU;PV 03;9.7866128;2.63695
6014;BORGOU;N'DALI;OUENOU;GAH-WINRA;EPP GAH WINRA;PV 01;9.6835805;2.7422046
6015;BORGOU;N'DALI;OUENOU;MOUSSOUKOURE;EPP MOUSSOUKOURE;PV 01;9.7866128;2.63695
6016;BORGOU;N'DALI;OUENOU;OUENOU;EPP OUENOU;PV 01;9.7908842;2.6373556
6017;BORGOU;N'DALI;OUENOU;OUENOU;EPP OUENOU;PV 02;9.7908842;2.6373556
6018;BORGOU;N'DALI;OUENOU;OUENOU;EPP OUENOU;PV 03;9.7908842;2.6373556
6019;BORGOU;N'DALI;OUENOU;OUENOU;EPP OUENOU;PV 04;9.7908842;2.6373556
6021;BORGOU;N'DALI;OUENOU;OUENOU;MAGASIN GANDO YAWAYE;PV 01;9.7908842;2.6373556
6022;BORGOU;N'DALI;OUENOU;OUENOU;MAISON DES JEUNES;PV 01;9.7908842;2.6373556
6023;BORGOU;N'DALI;OUENOU;OUENOU-PEULH;HANGAR OUENOU-PEULH;PV 01;9.8016192;2.6172137
6024;BORGOU;N'DALI;OUENOU;POURAMPARE;EPP POURAMPARE;PV 01;9.7866128;2.63695
6025;BORGOU;N'DALI;OUENOU;TAMAROU;EPP TAMAROU G/A;PV 01;9.7352223;2.6973839
6026;BORGOU;N'DALI;OUENOU;TAMAROU;EPP TAMAROU G/A;PV 02;9.7352223;2.6973839
6027;BORGOU;N'DALI;OUENOU;TAMAROU;EPP TAMAROU G/A;PV 03;9.7352223;2.6973839
6028;BORGOU;N'DALI;OUENOU;TAMAROU;EPP TAMAROU G/A;PV 04;9.7352223;2.6973839
6029;BORGOU;N'DALI;OUENOU;WARIKPA;EPP WARIKPA;PV 01;9.7225969;2.6925958
6030;BORGOU;N'DALI;OUENOU;WARIKPA;EPP WARIKPA;PV 02;9.7225969;2.6925958
6031;BORGOU;N'DALI;OUENOU;WEREKE;EPP WEREKE;PV 01;9.7384659;2.523687
6032;BORGOU;N'DALI;OUENOU;WEREKE;EPP WEREKE;PV 02;9.7384659;2.523687
6033;BORGOU;N'DALI;OUENOU;WEREKE;EPP WEREKE;PV 03;9.7384659;2.523687
6038;BORGOU;N'DALI;SIRAROU;BOKO;EPP BOKO;PV 01;9.4901402;2.6263978
6039;BORGOU;N'DALI;SIRAROU;BOKO;EPP BOKO;PV 02;9.4901402;2.6263978
6040;BORGOU;N'DALI;SIRAROU;BOKO;EPP BONSI;PV 01;9.4901402;2.6263978
6041;BORGOU;N'DALI;SIRAROU;DABOU;EPP DABOU;PV 01;9.5891431;2.6489264
6042;BORGOU;N'DALI;SIRAROU;GAH ALEROU;EPP GAH ALEROU;PV 01;9.5891431;2.6489264
6043;BORGOU;N'DALI;SIRAROU;GAH-SANKOUNIN;EPP GAH-SANKOUNIN;PV 01;9.5891431;2.6489264
6044;BORGOU;N'DALI;SIRAROU;GANDOU-NOMBA;EPP GANDOU NOMBA;PV 01;9.5891431;2.6489264
6045;BORGOU;N'DALI;SIRAROU;GANDOU-NOMBA;EPP GANDOU NOMBA;PV 02;9.5891431;2.6489264
6046;BORGOU;N'DALI;SIRAROU;GBEGUINA;EPP GBEGUINA;PV 01;9.5891431;2.6489264
6047;BORGOU;N'DALI;SIRAROU;KAKARA;EPP KAKARA;PV 01;9.5891431;2.6489264
6048;BORGOU;N'DALI;SIRAROU;KAKARA;EPP KAKARA;PV 02;9.5891431;2.6489264
6049;BORGOU;N'DALI;SIRAROU;KAKARA;EPP KAKARA;PV 03;9.5891431;2.6489264
6050;BORGOU;N'DALI;SIRAROU;KAKARA;EPP KAKARA;PV 04;9.5891431;2.6489264
6051;BORGOU;N'DALI;SIRAROU;KOMIGUEA;EPP KOMIGUEA G/A, B ET C;PV 01;9.4480848;2.624312
6052;BORGOU;N'DALI;SIRAROU;KOMIGUEA;EPP KOMIGUEA G/A, B ET C;PV 02;9.4480848;2.624312
6053;BORGOU;N'DALI;SIRAROU;KOMIGUEA;EPP KOMIGUEA G/A, B ET C;PV 03;9.4480848;2.624312
6054;BORGOU;N'DALI;SIRAROU;KOMIGUEA;EPP KOMIGUEA G/A, B ET C;PV 04;9.4480848;2.624312
6055;BORGOU;N'DALI;SIRAROU;KOMIGUEA;EPP KOMIGUEA G/A, B ET C;PV 05;9.4480848;2.624312
6056;BORGOU;N'DALI;SIRAROU;KOMIGUEA;MAGASIN GV SINASSERIGUI N'KPAROU;PV 01;9.4480848;2.624312
6057;BORGOU;N'DALI;SIRAROU;MAREBOROU;EPP MAREBOROU;PV 01;9.5891431;2.6489264
6058;BORGOU;N'DALI;SIRAROU;MAREBOROU;EPP MAREBOROU;PV 02;9.5891431;2.6489264
6059;BORGOU;N'DALI;SIRAROU;MAREBOROU;EPP MAREBOROU;PV 03;9.5891431;2.6489264
6060;BORGOU;N'DALI;SIRAROU;MAREBOROU;EPP MAREBOROU;PV 04;9.5891431;2.6489264
6061;BORGOU;N'DALI;SIRAROU;SAKAROU;EPP BOKO G/A, B ET C;PV 01;9.8806778;2.7806474
6062;BORGOU;N'DALI;SIRAROU;SAKAROU;EPP BOKO G/A, B ET C;PV 02;9.8806778;2.7806474
6063;BORGOU;N'DALI;SIRAROU;SAMOUNIN;CENTRE D'ALPHABETISATION SAMOUNIN;PV 01;9.5891431;2.6489264
6064;BORGOU;N'DALI;SIRAROU;SAMOUNIN;CENTRE D'ALPHABETISATION SAMOUNIN;PV 02;9.5891431;2.6489264
6065;BORGOU;N'DALI;SIRAROU;SIRAROU;ECOLE PAESE GAH KPANA;PV 01;9.5910499;2.6480511
6066;BORGOU;N'DALI;SIRAROU;SIRAROU;ECOLE PAESE GAH KPANA;PV 02;9.5910499;2.6480511
6067;BORGOU;N'DALI;SIRAROU;SIRAROU;ECOLE PAESE GAH KPANA;PV 03;9.5910499;2.6480511
6068;BORGOU;N'DALI;SIRAROU;SIRAROU;ECOLE PAESE GAH KPANA;PV 04;9.5910499;2.6480511
6069;BORGOU;N'DALI;SIRAROU;SIRAROU;EPP GOMEZ KPAROU;PV 01;9.5910499;2.6480511
6070;BORGOU;N'DALI;SIRAROU;SIRAROU;FOYER RURAL DES JEUNES SIRAROU;PV 01;9.5910499;2.6480511
6071;BORGOU;N'DALI;SIRAROU;SIRAROU;FOYER RURAL DES JEUNES SIRAROU;PV 02;9.5910499;2.6480511
6072;BORGOU;N'DALI;SIRAROU;SIRAROU;FOYER RURAL DES JEUNES SIRAROU;PV 03;9.5910499;2.6480511
6073;BORGOU;N'DALI;SIRAROU;SIRAROU;MAGASIN GV SINKOU;PV 01;9.5910499;2.6480511
6074;BORGOU;N'DALI;SIRAROU;SIRAROU;MAGASIN GV SINKOU;PV 02;9.5910499;2.6480511
6075;BORGOU;N'DALI;SIRAROU;TINRE;MAGASIN GV TINRE;PV 01;9.5891431;2.6489264
6076;BORGOU;N'DALI;SIRAROU;TOUNRE;EPP TOUNRE;PV 01;9.5891431;2.6489264
6077;BORGOU;N'DALI;SIRAROU;YANKOI;EPP SIRAROU G/ A ET B;PV 01;9.5891431;2.6489264
6078;BORGOU;N'DALI;SIRAROU;YANKOI;EPP SIRAROU G/ A ET B;PV 02;9.5891431;2.6489264
6079;BORGOU;NIKKI;BIRO;BIRO;CEG BIRO;PV 01;9.9035389;2.9469131
6080;BORGOU;NIKKI;BIRO;BIRO;CEG BIRO;PV 02;9.9035389;2.9469131
6081;BORGOU;NIKKI;BIRO;BIRO;CEG BIRO;PV 03;9.9035389;2.9469131
6082;BORGOU;NIKKI;BIRO;BIRO;CEG BIRO;PV 04;9.9035389;2.9469131
6083;BORGOU;NIKKI;BIRO;BIRO;EPP SARAWODO;PV 01;9.9035389;2.9469131
6084;BORGOU;NIKKI;BIRO;BIRO;EX BUREAU D'ARRONDISSEMENT;PV 01;9.9035389;2.9469131
6085;BORGOU;NIKKI;BIRO;BIRO;EX BUREAU D'ARRONDISSEMENT;PV 02;9.9035389;2.9469131
6086;BORGOU;NIKKI;BIRO;BIRO;HANGAR MARCHE BIRO;PV 01;9.9035389;2.9469131
6087;BORGOU;NIKKI;BIRO;GNANHOUN;EPP GNANHOUN;PV 01;9.9030212;2.9014908
6088;BORGOU;NIKKI;BIRO;GNANHOUN;EPP GNANHOUN;PV 02;9.9030212;2.9014908
6089;BORGOU;NIKKI;BIRO;GNANHOUN;EPP GNANHOUN;PV 03;9.9030212;2.9014908
6090;BORGOU;NIKKI;BIRO;MASSIAGOUROU;EPP MASSIAGOUROU;PV 01;9.8708281;2.9342931
6091;BORGOU;NIKKI;BIRO;NALLOU;EPP NALLOU;PV 01;9.9309266;2.9108916
6092;BORGOU;NIKKI;BIRO;NINGOUAROU;EPP NINGOUAROU;PV 01;9.9391649;2.8652327
6093;BORGOU;NIKKI;BIRO;OURAROU;EPP BANON;PV 01;9.8888621;2.8114852
6094;BORGOU;NIKKI;BIRO;OURAROU;EPP OURAROU;PV 01;9.8888621;2.8114852
6095;BORGOU;NIKKI;BIRO;OURAROU;PAEFE WABOUDO;PV 01;9.8888621;2.8114852
6096;BORGOU;NIKKI;BIRO;SONSONRE;EPP SONSONRE;PV 01;9.899024;2.8588924
6097;BORGOU;NIKKI;BIRO;SONSONRE;EPP SONSONRE;PV 02;9.899024;2.8588924
6098;BORGOU;NIKKI;BIRO;TEBO;EPP TEBO;PV 01;9.8354191;2.8376958
6099;BORGOU;NIKKI;BIRO;TEBO;EPP TEBO;PV 02;9.8354191;2.8376958
6100;BORGOU;NIKKI;BIRO;TEBO;EPP TEBO;PV 03;9.8354191;2.8376958
6101;BORGOU;NIKKI;GNONKOUROKALI;GBARI;EPP GBARI;PV 01;10.0091231;2.9268068
6102;BORGOU;NIKKI;GNONKOUROKALI;GBARI;EPP GBARI;PV 02;10.0091231;2.9268068
6103;BORGOU;NIKKI;GNONKOUROKALI;GBARI;EPP GBARI;PV 03;10.0091231;2.9268068
6104;BORGOU;NIKKI;GNONKOUROKALI;GBARI;EPP GBARI;PV 04;10.0091231;2.9268068
6105;BORGOU;NIKKI;GNONKOUROKALI;GNELTOKO;EPP GNELTOKO;PV 01;10.0012494;2.94544
6106;BORGOU;NIKKI;GNONKOUROKALI;GNONKOURAKALI;BUREAU D'ARRONDISSEMENT;PV 01;10.1184579;2.9003225
6107;BORGOU;NIKKI;GNONKOUROKALI;GNONKOURAKALI;BUREAU D'ARRONDISSEMENT;PV 02;10.1184579;2.9003225
6108;BORGOU;NIKKI;GNONKOUROKALI;GNONKOURAKALI;BUREAU D'ARRONDISSEMENT;PV 03;10.1184579;2.9003225
6109;BORGOU;NIKKI;GNONKOUROKALI;GNONKOURAKALI;CEG GNONKOURAKALI;PV 01;10.1184579;2.9003225
6110;BORGOU;NIKKI;GNONKOUROKALI;GOUROU-PIBOU;EPP GOUROU PIBOU;PV 01;10.0745429;2.921152
6111;BORGOU;NIKKI;GNONKOUROKALI;GUINMA;EPP GUINMA;PV 01;9.9637455;2.990972
6112;BORGOU;NIKKI;GNONKOUROKALI;GUINMA;EPP GUINMA;PV 02;9.9637455;2.990972
6113;BORGOU;NIKKI;GNONKOUROKALI;GUINROU;EPP GUINROU;PV 01;9.9595411;2.9470988
6114;BORGOU;NIKKI;GNONKOUROKALI;GUINROU;EPP GUINROU;PV 02;9.9595411;2.9470988
6117;BORGOU;NIKKI;GNONKOUROKALI;SOUBO-BARAWOROU;HANGAR MARCHE SOUBO;PV 01;10.0642278;2.8326376
6118;BORGOU;NIKKI;GNONKOUROKALI;SOUBO-BARAWOROU;HANGAR MARCHE SOUBO;PV 02;10.0642278;2.8326376
6119;BORGOU;NIKKI;GNONKOUROKALI;SOUBO-GANDEROU;EPP SOUBO;PV 01;10.0647636;2.8335909
6120;BORGOU;NIKKI;GNONKOUROKALI;SOUBO-GANDEROU;EPP SOUBO;PV 02;10.0647636;2.8335909
6121;BORGOU;NIKKI;GNONKOUROKALI;WOROUMANGASSAROU;EPP WOROUMANGASSAROU;PV 01;10.1076191;2.8484877
6122;BORGOU;NIKKI;GNONKOUROKALI;WOROUMANGASSAROU;EPP WOROUMANGASSAROU;PV 02;10.1076191;2.8484877
