N°;DEPARTEMENT;COMMUNE;ARRONDISSEMENT;VILLAGE_QUARTIER;CENTRE DE VOTE;POSTE DE VOTE
2735;ATACORA;TOUKOUNTOUNA;TOUKOUNTOUNA;BORIBANSIFA;EPP YINRIBOUNDE;PV 01
2736;ATACORA;TOUKOUNTOUNA;TOUKOUNTOUNA;DATAKOU;EPP DATAKOU;PV 01
2737;ATACORA;TOUKOUNTOUNA;TOUKOUNTOUNA;FATIYA;EPP FATIYA;PV 01
2738;ATACORA;TOUKOUNTOUNA;TOUKOUNTOUNA;FATIYA;EPP FATIYA;PV 02
2739;ATACORA;TOUKOUNTOUNA;TOUKOUNTOUNA;FATIYA;EPP TCHATIBOYA;PV 01
2740;ATACORA;TOUKOUNTOUNA;TOUKOUNTOUNA;KOKOKOU;EPP KOKOKOU;PV 01
2741;ATACORA;TOUKOUNTOUNA;TOUKOUNTOUNA;KPENTIKOU;EPP KPENTIKOU/G/B;PV 01
2742;ATACORA;TOUKOUNTOUNA;TOUKOUNTOUNA;KPENTIKOU;EPP KPENTIKOU/G/B;PV 02
2743;ATACORA;TOUKOUNTOUNA;TOUKOUNTOUNA;KPENTIKOU;EPP TOUCOUNTOUNA C;PV 01
2744;ATACORA;TOUKOUNTOUNA;TOUKOUNTOUNA;KPENTIKOU;MAISON DES JEUNES;PV 01
2745;ATACORA;TOUKOUNTOUNA;TOUKOUNTOUNA;KPENTIKOU;MAISON DES JEUNES;PV 02
2746;ATACORA;TOUKOUNTOUNA;TOUKOUNTOUNA;MOUSSOUNTINGOU;EPP MOUSSOUTINGOU;PV 01
2747;ATACORA;TOUKOUNTOUNA;TOUKOUNTOUNA;MOUSSOUNTINGOU;EPP MOUSSOUTINGOU;PV 02
2748;ATACORA;TOUKOUNTOUNA;TOUKOUNTOUNA;MOUSSOUNTINGOU;EPP PORKOU;PV 01
2749;ATACORA;TOUKOUNTOUNA;TOUKOUNTOUNA;TAMPATOU;EPP TAMPARTOU;PV 01
2750;ATACORA;TOUKOUNTOUNA;TOUKOUNTOUNA;TAMPATOU;EPP TAMPARTOU;PV 02
2751;ATACORA;TOUKOUNTOUNA;TOUKOUNTOUNA;TCHAKALAKOU;EPP TCHAKALAKOU;PV 01
2752;ATACORA;TOUKOUNTOUNA;TOUKOUNTOUNA;TCHAKALAKOU;EPP TCHAKALAKOU;PV 02
2753;ATACORA;TOUKOUNTOUNA;TOUKOUNTOUNA;TECTIBAYAOU;EPP KOKOBRE;PV 01
2754;ATACORA;TOUKOUNTOUNA;TOUKOUNTOUNA;TECTIBAYAOU;EPP TECTIBAYAOU;PV 01
2755;ATACORA;TOUKOUNTOUNA;TOUKOUNTOUNA;TOUKOUNTOUNA;CEG TOUCOUNTOUNA/BATIMENT .A;PV 01
2756;ATACORA;TOUKOUNTOUNA;TOUKOUNTOUNA;TOUKOUNTOUNA;CEG TOUCOUNTOUNA/BATIMENT .A;PV 02
2757;ATACORA;TOUKOUNTOUNA;TOUKOUNTOUNA;TOUKOUNTOUNA;CEG TOUCOUNTOUNA/BATIMENT .A;PV 03
2758;ATACORA;TOUKOUNTOUNA;TOUKOUNTOUNA;TOUKOUNTOUNA;CEG TOUCOUNTOUNA/BATIMENT .A;PV 04
2759;ATACORA;TOUKOUNTOUNA;TOUKOUNTOUNA;TOUKOUNTOUNA;CEG TOUCOUNTOUNA/BATIMENT .A;PV 05
2760;ATACORA;TOUKOUNTOUNA;TOUKOUNTOUNA;TOUKOUNTOUNA;EPP TCHAKIFAKA;PV 01
2761;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGAMANDIN;CEG AGAMANDIN;PV 01
2762;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGAMANDIN;CEG AGAMANDIN;PV 02
2763;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGAMANDIN;CEG AGAMANDIN;PV 03
2764;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGAMANDIN;CEG AGAMANDIN;PV 04
2765;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGAMANDIN;CEG AGAMANDIN;PV 05
2766;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGAMANDIN;CEG AGAMANDIN;PV 06
2767;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGAMANDIN;CESE A ET B AGAMANDIN;PV 01
2768;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGAMANDIN;CESE A ET B AGAMANDIN;PV 02
2769;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGAMANDIN;CESE A ET B AGAMANDIN;PV 03
2770;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGAMANDIN;CESE A ET B AGAMANDIN;PV 04
2771;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGAMANDIN;CESE A ET B AGAMANDIN;PV 05
2772;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGAMANDIN;CESE A ET B AGAMANDIN;PV 06
2773;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGAMANDIN;EPP DJOKOMBI A;PV 01
2774;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGAMANDIN;EPP DJOKOMBI A;PV 02
2775;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGAMANDIN;EPP DJOKOMBI A;PV 03
2776;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGAMANDIN;EPP DJOKOMBI A;PV 04
2777;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGAMANDIN;EPP DJOKOMBI A;PV 05
2778;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGAMANDIN;EPP DJOKOMBI A;PV 06
2779;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGAMANDIN;EPP ZEBE CENTRE B;PV 01
2780;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGAMANDIN;EPP ZEBE CENTRE B;PV 02
2781;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGAMANDIN;EPP ZEBE CENTRE B;PV 03
2782;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGAMANDIN;EPP ZEBE CENTRE B;PV 04
2783;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGAMANDIN;EPP ZEBE CENTRE B;PV 05
2784;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGAMANDIN;EPP ZEBE CENTRE B;PV 06
2785;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGAMANDIN;EPP ZEBE CENTRE B;PV 07
2786;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGORI;CESE A ET B AGORI;PV 01
2787;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGORI;CESE A ET B AGORI;PV 02
2788;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGORI;CESE A ET B AGORI;PV 03
2789;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGORI;CESE A ET B AGORI;PV 04
2790;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGORI;CESE A ET B AGORI;PV 05
2791;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGORI;CESE A ET B AGORI;PV 06
2797;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGORI;COMPLEXE SCOLAIRE LE ROCHER;PV 01
2798;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGORI;COMPLEXE SCOLAIRE LE ROCHER;PV 02
2799;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGORI;COMPLEXE SCOLAIRE LE ROCHER;PV 03
2800;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGORI;COMPLEXE SCOLAIRE LE ROCHER;PV 04
2801;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGORI;EPP AGORI CENTRE;PV 01
2802;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGORI;EPP AGORI CENTRE;PV 02
2803;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGORI;EPP AGORI CENTRE;PV 03
2804;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGORI;EPP AGORI CENTRE;PV 04
2805;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGORI;EPP AGORI CENTRE;PV 05
2806;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGORI;CS ST LUCIEN;PV 01
2807;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGORI;CS ST LUCIEN;PV 02
2808;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGORI;CS ST LUCIEN;PV 03
2809;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AGORI;CS ST LUCIEN;PV 04
2810;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AÏFA CALAVI;EPP LA BENINOISE;PV 01
2811;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AÏFA CALAVI;EPP LA BENINOISE;PV 02
2812;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AÏFA CALAVI;EPP LA BENINOISE;PV 03
2813;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AÏFA CALAVI;EPP LA BENINOISE;PV 04
2814;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AÏFA CALAVI;EPP LA BENINOISE;PV 05
2815;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AITCHEDJI;EPP AITCHEDJI;PV 01
2816;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AITCHEDJI;EPP AITCHEDJI;PV 02
2817;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AITCHEDJI;EPP AITCHEDJI;PV 03
2818;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AITCHEDJI;EPP AITCHEDJI;PV 04
2819;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AITCHEDJI;EPP AITCHEDJI;PV 05
2820;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AITCHEDJI;PLACE PUBLIQUE DEVANT FECECAM;PV 01
2821;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AITCHEDJI;PLACE PUBLIQUE DEVANT FECECAM;PV 02
2822;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AITCHEDJI;PLACE PUBLIQUE DEVANT FECECAM;PV 03
2823;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AITCHEDJI;PLACE PUBLIQUE DEVANT FECECAM;PV 04
2824;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AITCHEDJI;PLACE PUBLQIUE AÏTCHEDJI;PV 01
2825;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AITCHEDJI;PLACE PUBLQIUE AÏTCHEDJI;PV 02
2826;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AITCHEDJI;PLACE PUBLQIUE AÏTCHEDJI;PV 03
2827;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AITCHEDJI;PLACE PUBLQIUE AÏTCHEDJI;PV 04
2828;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AITCHEDJI;EPP YELOGNISSE;PV 01
2829;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AITCHEDJI;EPP YELOGNISSE;PV 02
2830;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;AITCHEDJI;EPP YELOGNISSE;PV 03
2831;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;ALEDJO;COMPLEXE SCOLAIRE MAJOMAINE;PV 01
2832;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;ALEDJO;COMPLEXE SCOLAIRE MAJOMAINE;PV 02
2833;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;ALEDJO;COMPLEXE SCOLAIRE MAJOMAINE;PV 03
2834;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;ALEDJO;COMPLEXE SCOLAIRE MAJOMAINE;PV 04
2835;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;ALEDJO;COMPLEXE SCOLAIRE MAJOMAINE;PV 05
2836;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;ALEDJO;CS ECHO DES MONTS;PV 01
2837;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;ALEDJO;CS ECHO DES MONTS;PV 02
2838;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;ALEDJO;CS ECHO DES MONTS;PV 03
2839;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;ALEDJO;CS MARIE-ALAIN;PV 01
2840;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;ALEDJO;CS MARIE-ALAIN;PV 02
2841;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;ALEDJO;PIAGET 2;PV 01
2842;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;ALEDJO;PIAGET 2;PV 02
2843;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;ALEDJO;CS AZONGNON 2;PV 01
2844;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;CITE LA VICTOIRE;HANGAR MAHICODJI UNB/A;PV 01
2845;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;CITE LA VICTOIRE;HANGAR MAHICODJI UNB/A;PV 02
2846;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;CITE LA VICTOIRE;HANGAR MAHICODJI UNB/A;PV 03
2847;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;CITE LA VICTOIRE;HANGAR MAHICODJI UNB/A;PV 04
2848;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;CITE LA VICTOIRE;HANGAR MAHICODJI UNB/A;PV 05
2849;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;CITE LA VICTOIRE;HANGAR MAHICODJI UNB/A;PV 06
2850;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;CITE LA VICTOIRE;HANGAR MAHICODJI UNB/B;PV 01
2851;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;CITE LA VICTOIRE;HANGAR MAHICODJI UNB/B;PV 02
2852;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;CITE LA VICTOIRE;UAC HASSAN II;PV 01
2853;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;CITE LA VICTOIRE;UAC HASSAN II;PV 02
2854;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;CITE LA VICTOIRE;UAC HASSAN II;PV 03
2855;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;CITE LA VICTOIRE;UAC PAILLOTE ENAM;PV 01
2856;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;CITE LA VICTOIRE;UAC PAILLOTE ENAM;PV 02
2857;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;CITE LES PALMIERS;EPP CITE LES PALMIERS;PV 01
2858;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;FANDJI;CEG ZOCA 2;PV 01
2859;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;FANDJI;CEG ZOCA 2;PV 02
2860;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;FANDJI;CEG ZOCA 2;PV 03
2861;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;FANDJI;CEG ZOCA 2;PV 04
2862;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;FANDJI;CEG ZOCA 2;PV 05
2863;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;FANDJI;EPP ZOCA;PV 01
2864;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;FANDJI;EPP ZOCA;PV 02
2865;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;FANDJI;EPP ZOCA;PV 03
2866;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;FANDJI;EPP ZOCA;PV 04
2867;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;FANDJI;PLACE PUBLIQUE FANDJI;PV 01
2868;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;FANDJI;PLACE PUBLIQUE 50 VILLAS;PV 01
2869;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;FINAFA;CS LA PERSEVERANCE AGORI;PV 01
2870;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;FINAFA;CS LA PERSEVERANCE AGORI;PV 02
2871;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;FINAFA;CS LES ETINCELLES;PV 01
2872;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;FINAFA;CS LES ETINCELLES;PV 02
2873;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;FINAFA;EPP ZOGBADJE;PV 01
2874;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;FINAFA;EPP ZOGBADJE;PV 02
2875;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;FINAFA;EPP ZOGBADJE;PV 03
2876;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;FINAFA;CS BAKITA;PV 01
2877;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;FINAFA;CS BAKITA;PV 02
2878;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;FINAFA;CS BAKITA;PV 03
2879;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;FINAFA;CS BAKITA;PV 04
2880;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;FINAFA;CS BAKITA;PV 05
2881;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;FINAFA;CS BAKITA;PV 06
2882;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;FINAFA;CS CLE DE LA REUSSITE;PV 01
2883;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;FINAFA;CS CLE DE LA REUSSITE;PV 02
2884;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;FINAFA;CS PHIROMCE GBAGODO;PV 01
2885;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;FINAFA;CS PHIROMCE GBAGODO;PV 02
2886;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;FINAFA;CS SEKO;PV 01
2887;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;GBODJO;ACADEMY PHOTO;PV 01
2888;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;GBODJO;ACADEMY PHOTO;PV 02
2889;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;GBODJO;ACADEMY PHOTO;PV 03
2890;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;GBODJO;ACADEMY PHOTO;PV 04
2891;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;GBODJO;CAMP MILITAIRE GBODJO 1;PV 01
2892;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;GBODJO;CAMP MILITAIRE GBODJO 1;PV 02
2893;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;GBODJO;CAMP MILITAIRE GBODJO 1;PV 03
2894;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;GBODJO;CAMP MILITAIRE GBODJO 1;PV 04
2895;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;GBODJO;EPP ADAGO GBODJO G/A;PV 01
2896;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;GBODJO;EPP ADAGO GBODJO G/A;PV 02
2897;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;GBODJO;EPP ADAGO GBODJO G/A;PV 03
2898;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;GBODJO;EPP ADAGO GBODJO G/A;PV 04
2899;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;KANSOUNKPA;EPP HOUEDACOME G/A ET B;PV 01
2900;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;KANSOUNKPA;EPP HOUEDACOME G/A ET B;PV 02
2901;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;KANSOUNKPA;EPP HOUEDACOME G/A ET B;PV 03
2902;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;KANSOUNKPA;EPP HOUEDACOME G/A ET B;PV 04
2903;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;KANSOUNKPA;EPP HOUEDACOME G/A ET B;PV 05
2904;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;KANSOUNKPA;EPP HOUEDACOME G/A ET B;PV 06
2905;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;KANSOUNKPA;EPP HOUEDACOME G/A ET B;PV 07
2906;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;KANSOUNKPA;HANGAR PLACE PUBLIQUE DODJA;PV 01
2907;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;SEME;MAISON DU PEUPLE MAIRIE;PV 01
2908;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;SEME;MAISON DU PEUPLE MAIRIE;PV 02
2909;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;SEME;MAISON DU PEUPLE MAIRIE;PV 03
2910;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;SEME;MAISON DU PEUPLE MAIRIE;PV 04
2911;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;SEME;MAISON DU PEUPLE MAIRIE;PV 05
2912;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;SEME;MAISON DU PEUPLE MAIRIE;PV 06
2913;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;SEME;MAISON DU PEUPLE MAIRIE;PV 07
2914;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;SEME;MAISON DU PEUPLE MAIRIE;PV 08
2915;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;SEME;MAISON DU PEUPLE SODJENOUTIN B;PV 01
2916;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;SEME;MAISON DU PEUPLE SODJENOUTIN B;PV 02
2917;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;SEME;MAISON DU PEUPLE SODJENOUTIN B;PV 03
2918;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;SEME;PLACE PUBLIQUE A B ABADAMEY;PV 01
2919;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;SEME;PLACE PUBLIQUE A B ABADAMEY;PV 02
2920;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;SEME;PLACE PUBLIQUE A B ABADAMEY;PV 03
2921;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;SEME;PLACE PUBLIQUE A B ABADAMEY;PV 04
2922;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;SEME;PLACE PUBLIQUE TERRAIN ALAHASSA;PV 01
2923;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;SEME;PLACE PUBLIQUE TERRAIN ALAHASSA;PV 02
2924;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;SEME;PLACE PUBLIQUE TERRAIN ALAHASSA;PV 03
2925;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;SEME;PLACE PUBLIQUE TERRAIN ALAHASSA;PV 04
2926;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;SEME;PLACE PUBLIQUE TERRAIN ALAHASSA;PV 05
2927;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;SEME;CS LA PERSEVERANCE;PV 01
2928;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;SEME;CS LA PERSEVERANCE;PV 02
2929;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;SEME;CS LE FAUCON;PV 01
2930;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;SEME;CS LE FAUCON;PV 02
2931;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;SEME;CS LE FAUCON;PV 03
2932;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;SEME;CS LE FAUCON;PV 04
2933;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;TANKPE YOHO;CS LEONARD DE VINCY;PV 01
2934;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;TANKPE YOHO;CS LEONARD DE VINCY;PV 02
2935;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;TANKPE YOHO;CS LEONARD DE VINCY;PV 03
2936;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;TANKPE YOHO;CS LES MERVEILLES DU CHRIST;PV 01
2937;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;TANKPE YOHO;CS LES MERVEILLES DU CHRIST;PV 02
2938;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;TANKPE YOHO;CS LES MERVEILLES DU CHRIST;PV 03
2939;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;TANKPE YOHO;EPP FORET DJADJO;PV 01
2940;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;TANKPE YOHO;EPP FORET DJADJO;PV 02
2941;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;TANKPE YOHO;EPP FORET DJADJO;PV 03
2942;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;TANKPE YOHO;EPP FORET DJADJO;PV 04
2943;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;TANKPE YOHO;EPP FORET DJADJO;PV 05
2944;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;TANKPE YOHO;CS MON BEAU METIER;PV 01
2945;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;TANKPE YOHO;CS MON BEAU METIER;PV 02
2946;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;TANKPE YOHO;CS MON BEAU METIER;PV 03
2947;ATLANTIQUE;ABOMEY-CALAVI;ABOMEY-CALAVI;TANKPE YOHO;CS MON BEAU METIER;PV 04
